participant,condition,learningtype,item,itemgroup,verbtype,known,input,testmoment,bin_score,frequency,cognate,vowellength,vowelchange,structure,syllables,verbclass,lextale,age,gender,L11,L12,bilingualism,usage,proficiency_overall,proficiency_oral,proficiency_written,comprehension_oral,comprehension_written,proficiency_average,L21,L22,L23,L2s_amount 
pp43,EXP,explicit,lassen,CRIT_A,critical,ACT,no,T1,1,5577,yes,short,a-ae,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,saufen,CRIT_A,critical,ACT,no,T1,1,15,yes,diphtong,au-aeu,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,schlafen,CRIT_A,critical,ACT,no,T1,1,399,yes,long,a-ae,ITR,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,stehlen,CRIT_A,critical,ACT,no,T1,0,144,yes,long,e-i,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,tragen,CRIT_A,critical,ACT,no,T1,1,1984,yes,long,a-ae,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,treffen,CRIT_A,critical,ACT,no,T1,1,1523,yes,short,e-i,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,treten,CRIT_A,critical,ACT,no,T1,0,1686,yes,long,e-i,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,vergessen,CRIT_A,critical,ACT,no,T1,1,837,yes,short,e-i,S-V-OA-PP,3,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,wachsen,CRIT_A,critical,ACT,no,T1,1,531,no,short,a-ae,ITR,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,werfen,CRIT_A,critical,ACT,no,T1,1,902,yes,short,e-i,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,blasen,CRIT_B,critical,ACT,yes,T1,1,85,yes,long,a-ae,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,braten,CRIT_B,critical,ACT,yes,T1,0,13,yes,long,a-ae,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,brechen,CRIT_B,critical,ACT,yes,T1,1,361,yes,short,e-i,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,empfehlen,CRIT_B,critical,ACT,yes,T1,0,382,doubt,long,e-i,S-V-OA-PP,3,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,essen,CRIT_B,critical,ACT,yes,T1,1,400,yes,short,e-i,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,fallen,CRIT_B,critical,ACT,yes,T1,1,1668,yes,short,a-ae,ITR,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,halten,CRIT_B,critical,ACT,yes,T1,1,3971,yes,short,a-ae,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,laufen,CRIT_B,critical,ACT,yes,T1,1,1290,yes,diphtong,au-aeu,ITR,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,lesen,CRIT_B,critical,ACT,yes,T1,1,944,yes,long,e-i,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,messen,CRIT_B,critical,ACT,yes,T1,1,294,yes,short,e-i,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,schlagen,CRIT_B,critical,ACT,yes,T1,1,1331,yes,long,a-ae,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,sehen,CRIT_B,critical,ACT,yes,T1,1,6771,yes,long,e-i,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,sprechen,CRIT_B,critical,ACT,yes,T1,1,3598,yes,short,e-i,S-V-PP-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,sterben,CRIT_B,critical,ACT,yes,T1,1,858,yes,short,e-i,ITR,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,verraten,CRIT_B,critical,ACT,yes,T1,0,234,yes,long,a-ae,S-V-OD-OA,3,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp43,EXP,explicit,waschen,CRIT_B,critical,ACT,yes,T1,0,118,yes,short,a-ae,S-V-OA-PP,2,strong,72.5,24,v,NL-NL,none,monolingual,2,2,2,2,4,4,2.5,english,french,999,2
pp44,EXP,explicit,bezahlen,CONTR_A,control,ACT,yes,T1,1,552,yes,long,none,S-V-OA-PP,3,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,brauchen,CONTR_A,control,ACT,yes,T1,1,1799,no,diphtong,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,folgen,CONTR_A,control,ACT,yes,T1,1,1133,yes,short,none,S-V-OD-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,fragen,CONTR_A,control,ACT,yes,T1,1,2461,yes,long,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,gehen,CONTR_A,control,ACT,yes,T1,1,7302,yes,long,none,ITR,2,irregular,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,kaufen,CONTR_A,control,ACT,yes,T1,0,740,yes,diphtong,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,kochen,CONTR_A,control,PASS,yes,T1,1,97,yes,short,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,parken,CONTR_A,control,PASS,yes,T1,1,25,yes,short,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,planen,CONTR_A,control,ACT,yes,T1,1,381,yes,long,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,reden,CONTR_A,control,ACT,yes,T1,1,906,no,long,none,ITR,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,regeln,CONTR_A,control,ACT,yes,T1,1,123,yes,long,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,rennen,CONTR_A,control,ACT,yes,T1,1,172,yes,short,none,S-V-OA-PP,2,irregular,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,senden,CONTR_A,control,ACT,yes,T1,1,168,yes,short,none,S-V-OA-PP,2,irregular,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,setzen,CONTR_A,control,ACT,yes,T1,1,2208,yes,short,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,tanzen,CONTR_A,control,ACT,yes,T1,1,189,yes,short,none,ITR,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,verpacken,CONTR_A,control,ACT,yes,T1,0,44,yes,short,none,S-V-OA-PP,3,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,baden,CONTR_B,control,ACT,no,T1,1,63,yes,long,none,ITR,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,bauen,CONTR_B,control,ACT,no,T1,0,830,yes,diphtong,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,bekommen,CONTR_B,control,ACT,no,T1,1,1523,no,short,none,S-V-OA-PP,3,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,bestellen,CONTR_B,control,ACT,no,T1,1,304,yes,short,none,S-V-OA-PP,3,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,fegen,CONTR_B,control,ACT,no,T1,1,35,yes,long,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,hassen,CONTR_B,control,NT,no,T1,1,91,yes,short,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,holen,CONTR_B,control,ACT,no,T1,1,716,yes,long,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,jagen,CONTR_B,control,ACT,no,T1,0,166,yes,long,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,kennen,CONTR_B,control,ACT,no,T1,1,1449,yes,short,none,S-V-OA-PP,2,irregular,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,klagen,CONTR_B,control,ACT,no,T1,1,169,yes,long,none,S-V-PP-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,legen,CONTR_B,control,PASS,no,T1,0,1509,yes,long,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,machen,CONTR_B,control,ACT,no,T1,1,8089,yes,short,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,rauchen,CONTR_B,control,ACT,no,T1,1,186,yes,diphtong,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,retten,CONTR_B,control,ACT,no,T1,1,427,yes,short,none,S-V-OA-PP,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,stehen,CONTR_B,control,ACT,no,T1,1,6771,yes,long,none,ITR,2,irregular,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,warten,CONTR_B,control,ACT,no,T1,1,989,yes,short,none,ITR,2,weak,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,empfangen,CRIT_A,critical,ACT,yes,T1,0,450,doubt,short,a-ae,S-V-OA-PP,3,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,fahren,CRIT_A,critical,ACT,yes,T1,1,2884,no,long,a-ae,ITR,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,fangen,CRIT_A,critical,ACT,yes,T1,1,427,yes,short,a-ae,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,fressen,CRIT_A,critical,ACT,yes,T1,1,100,yes,short,e-i,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,geben,CRIT_A,critical,ACT,yes,T1,1,10290,yes,long,e-i,S-V-OD-OA,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,laden,CRIT_A,critical,ACT,yes,T1,1,269,yes,long,a-ae,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,lassen,CRIT_A,critical,ACT,yes,T1,1,5577,yes,short,a-ae,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,saufen,CRIT_A,critical,ACT,yes,T1,1,15,yes,diphtong,au-aeu,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,schlafen,CRIT_A,critical,ACT,yes,T1,1,399,yes,long,a-ae,ITR,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,stehlen,CRIT_A,critical,ACT,yes,T1,1,144,yes,long,e-i,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,tragen,CRIT_A,critical,ACT,yes,T1,1,1984,yes,long,a-ae,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,treffen,CRIT_A,critical,PASS,yes,T1,0,1523,yes,short,e-i,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,treten,CRIT_A,critical,ACT,yes,T1,1,1686,yes,long,e-i,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,vergessen,CRIT_A,critical,ACT,yes,T1,1,837,yes,short,e-i,S-V-OA-PP,3,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,wachsen,CRIT_A,critical,PASS,yes,T1,1,531,no,short,a-ae,ITR,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,werfen,CRIT_A,critical,ACT,yes,T1,1,902,yes,short,e-i,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,blasen,CRIT_B,critical,ACT,no,T1,1,85,yes,long,a-ae,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,braten,CRIT_B,critical,ACT,no,T1,0,13,yes,long,a-ae,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,brechen,CRIT_B,critical,ACT,no,T1,1,361,yes,short,e-i,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,empfehlen,CRIT_B,critical,ACT,no,T1,0,382,doubt,long,e-i,S-V-OA-PP,3,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,essen,CRIT_B,critical,ACT,no,T1,1,400,yes,short,e-i,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,fallen,CRIT_B,critical,ACT,no,T1,1,1668,yes,short,a-ae,ITR,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,halten,CRIT_B,critical,ACT,no,T1,1,3971,yes,short,a-ae,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,laufen,CRIT_B,critical,ACT,no,T1,1,1290,yes,diphtong,au-aeu,ITR,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,lesen,CRIT_B,critical,ACT,no,T1,1,944,yes,long,e-i,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,messen,CRIT_B,critical,PASS,no,T1,0,294,yes,short,e-i,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,schlagen,CRIT_B,critical,ACT,no,T1,1,1331,yes,long,a-ae,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,sehen,CRIT_B,critical,ACT,no,T1,1,6771,yes,long,e-i,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,sprechen,CRIT_B,critical,ACT,no,T1,1,3598,yes,short,e-i,S-V-PP-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,sterben,CRIT_B,critical,ACT,no,T1,0,858,yes,short,e-i,ITR,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,verraten,CRIT_B,critical,PASS,no,T1,1,234,yes,long,a-ae,S-V-OD-OA,3,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp44,EXP,explicit,waschen,CRIT_B,critical,ACT,no,T1,0,118,yes,short,a-ae,S-V-OA-PP,2,strong,65,27,v,NL-NL,none,monolingual,1,3,2,2,3,4,2.88,french,english,Spaans,3
pp45,IMP,incidental,bezahlen,CONTR_A,control,ACT,yes,T1,0,552,yes,long,none,S-V-OA-PP,3,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,brauchen,CONTR_A,control,ACT,yes,T1,1,1799,no,diphtong,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,folgen,CONTR_A,control,ACT,yes,T1,1,1133,yes,short,none,S-V-OD-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,fragen,CONTR_A,control,ACT,yes,T1,1,2461,yes,long,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,gehen,CONTR_A,control,ACT,yes,T1,1,7302,yes,long,none,ITR,2,irregular,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,kaufen,CONTR_A,control,ACT,yes,T1,0,740,yes,diphtong,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,kochen,CONTR_A,control,ACT,yes,T1,1,97,yes,short,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,parken,CONTR_A,control,ACT,yes,T1,1,25,yes,short,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,planen,CONTR_A,control,ACT,yes,T1,1,381,yes,long,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,reden,CONTR_A,control,ACT,yes,T1,1,906,no,long,none,ITR,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,regeln,CONTR_A,control,ACT,yes,T1,1,123,yes,long,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,rennen,CONTR_A,control,ACT,yes,T1,1,172,yes,short,none,S-V-OA-PP,2,irregular,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,senden,CONTR_A,control,ACT,yes,T1,1,168,yes,short,none,S-V-OA-PP,2,irregular,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,setzen,CONTR_A,control,ACT,yes,T1,1,2208,yes,short,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,tanzen,CONTR_A,control,ACT,yes,T1,1,189,yes,short,none,ITR,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,verpacken,CONTR_A,control,ACT,yes,T1,1,44,yes,short,none,S-V-OA-PP,3,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,baden,CONTR_B,control,ACT,no,T1,1,63,yes,long,none,ITR,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,bauen,CONTR_B,control,ACT,no,T1,1,830,yes,diphtong,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,bekommen,CONTR_B,control,ACT,no,T1,1,1523,no,short,none,S-V-OA-PP,3,strong,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,bestellen,CONTR_B,control,ACT,no,T1,1,304,yes,short,none,S-V-OA-PP,3,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,fegen,CONTR_B,control,PASS,no,T1,1,35,yes,long,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,hassen,CONTR_B,control,ACT,no,T1,0,91,yes,short,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,holen,CONTR_B,control,ACT,no,T1,1,716,yes,long,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,jagen,CONTR_B,control,ACT,no,T1,0,166,yes,long,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,kennen,CONTR_B,control,ACT,no,T1,1,1449,yes,short,none,S-V-OA-PP,2,irregular,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,klagen,CONTR_B,control,ACT,no,T1,1,169,yes,long,none,S-V-PP-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,legen,CONTR_B,control,ACT,no,T1,1,1509,yes,long,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,machen,CONTR_B,control,ACT,no,T1,1,8089,yes,short,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,rauchen,CONTR_B,control,ACT,no,T1,0,186,yes,diphtong,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,retten,CONTR_B,control,ACT,no,T1,1,427,yes,short,none,S-V-OA-PP,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,stehen,CONTR_B,control,ACT,no,T1,1,6771,yes,long,none,ITR,2,irregular,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,warten,CONTR_B,control,ACT,no,T1,1,989,yes,short,none,ITR,2,weak,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,empfangen,CRIT_A,critical,ACT,yes,T1,1,450,doubt,short,a-ae,S-V-OA-PP,3,strong,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,fahren,CRIT_A,critical,ACT,yes,T1,1,2884,no,long,a-ae,ITR,2,strong,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,fangen,CRIT_A,critical,ACT,yes,T1,1,427,yes,short,a-ae,S-V-OA-PP,2,strong,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,fressen,CRIT_A,critical,ACT,yes,T1,0,100,yes,short,e-i,S-V-OA-PP,2,strong,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,geben,CRIT_A,critical,ACT,yes,T1,1,10290,yes,long,e-i,S-V-OD-OA,2,strong,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
pp45,IMP,incidental,laden,CRIT_A,critical,ACT,yes,T1,0,269,yes,long,a-ae,S-V-OA-PP,2,strong,58.75,37,v,NL-NL,none,monolingual,3,3,3,5,4,5,3.63,french,english,swedish,3
